,0
2996,1
2997,0
2998,1
2999,0
3000,0
3001,1
3002,0
3003,2
3004,0
3005,2
3006,1
3007,0
3008,0
3009,0
3010,0
3011,2
3012,0
3013,1
3014,1
3015,1
3016,5
3017,1
3018,0
3019,0
3020,0
3021,0
3022,1
3023,2
3024,0
3025,1
3026,1
3027,1
3028,1
3029,2
3030,0
3031,1
3032,2
3033,0
3034,0
3035,4
3036,0
3037,1
3038,1
3039,0
3040,0
3041,4
3042,1
3043,1
3044,5
3045,1
3046,2
3047,0
3048,0
3049,0
3050,2
3051,2
3052,2
3053,1
3054,1
3055,2
3056,1
3057,1
3058,3
3059,3
3060,0
3061,1
3062,0
3063,0
3064,0
3065,6
3066,0
3067,0
3068,0
3069,0
3070,0
3071,1
3072,1
3073,2
3074,1
3075,1
3076,0
3077,1
3078,0
3079,1
3080,1
3081,1
3082,1
3083,1
3084,0
3085,2
3086,0
3087,1
3088,0
3089,3
3090,1
3091,2
3092,0
3093,4
3094,0
3095,0
3096,0
3097,0
3098,1
3099,0
3100,0
3101,0
3102,2
3103,0
3104,0
3105,0
3106,0
3107,1
3108,1
3109,1
3110,2
3111,1
3112,2
3113,0
3114,2
3115,2
3116,0
3117,0
3118,0
3119,2
3120,2
3121,1
3122,0
3123,1
3124,1
3125,0
3126,1
3127,0
3128,0
3129,1
3130,0
3131,2
3132,0
3133,1
3134,1
3135,1
3136,2
3137,0
3138,2
3139,0
3140,1
3141,2
3142,1
3143,0
3144,2
3145,0
3146,0
3147,2
3148,1
3149,6
3150,2
3151,1
3152,5
3153,1
3154,4
3155,0
3156,0
3157,0
3158,1
3159,1
3160,1
3161,0
3162,0
3163,0
3164,0
3165,4
3166,1
3167,1
3168,1
3169,1
3170,1
3171,0
3172,3
3173,1
3174,0
3175,2
3176,0
3177,1
3178,1
3179,1
3180,1
3181,1
3182,2
3183,0
3184,1
3185,6
3186,4
3187,1
3188,1
3189,0
3190,2
3191,0
3192,2
3193,0
3194,7
3195,1
3196,2
3197,0
3198,1
3199,1
3200,0
3201,1
3202,0
3203,0
3204,5
3205,0
3206,0
3207,0
3208,1
3209,2
3210,1
3211,1
3212,1
3213,2
3214,0
3215,0
3216,0
3217,6
3218,1
3219,1
3220,1
3221,4
3222,1
3223,0
3224,0
3225,0
3226,0
3227,8
3228,0
3229,0
3230,3
3231,1
3232,2
3233,0
3234,2
3235,0
3236,1
3237,1
3238,1
3239,5
3240,7
3241,0
3242,1
3243,2
3244,0
3245,0
3246,0
3247,0
3248,2
3249,1
3250,2
3251,1
3252,4
3253,0
3254,0
3255,1
3256,2
3257,0
3258,1
3259,5
3260,0
3261,3
3262,2
3263,0
3264,1
3265,2
3266,1
3267,0
3268,0
3269,1
3270,1
3271,6
3272,0
3273,0
3274,0
3275,1
3276,0
3277,1
3278,1
3279,1
3280,0
3281,0
3282,1
3283,0
3284,0
3285,1
3286,0
3287,0
3288,0
3289,0
3290,2
3291,0
3292,0
3293,1
3294,1
3295,1
3296,0
3297,1
3298,0
3299,2
3300,2
3301,1
3302,0
3303,0
3304,0
3305,2
3306,0
3307,0
3308,2
3309,0
3310,0
3311,7
3312,0
3313,2
3314,1
3315,0
3316,1
3317,0
3318,1
3319,1
3320,0
3321,0
3322,2
3323,1
3324,0
3325,4
3326,0
3327,2
3328,1
3329,1
3330,9
3331,1
3332,1
3333,2
3334,1
3335,1
3336,2
3337,3
3338,2
3339,1
3340,5
3341,2
3342,2
3343,2
3344,2
3345,1
3346,0
3347,0
3348,0
3349,0
3350,4
3351,2
3352,2
3353,3
3354,0
3355,1
3356,0
3357,0
3358,0
3359,4
3360,0
3361,1
3362,1
3363,2
3364,0
3365,0
3366,0
3367,0
3368,1
3369,0
3370,2
3371,0
3372,0
3373,0
3374,1
3375,2
3376,2
3377,1
3378,0
3379,0
3380,2
3381,2
3382,0
3383,2
3384,2
3385,1
3386,0
3387,0
3388,1
3389,1
3390,2
3391,2
3392,1
3393,0
3394,0
3395,1
3396,1
3397,0
3398,0
3399,0
3400,0
3401,1
3402,0
3403,0
3404,0
3405,1
3406,2
3407,3
3408,2
3409,0
3410,0
3411,0
3412,3
3413,0
3414,4
3415,5
3416,4
3417,1
3418,1
3419,1
3420,3
3421,0
3422,2
3423,0
3424,0
3425,0
3426,2
3427,0
3428,0
3429,1
3430,0
3431,1
3432,0
3433,1
3434,1
3435,0
3436,0
3437,0
3438,0
3439,0
3440,1
3441,1
3442,0
3443,0
3444,1
3445,3
3446,1
3447,4
3448,1
3449,3
3450,1
3451,1
3452,5
3453,0
3454,2
3455,1
3456,1
3457,1
3458,0
3459,1
3460,3
3461,0
3462,1
3463,0
3464,1
3465,0
3466,1
3467,0
3468,0
3469,0
3470,4
3471,0
3472,0
3473,1
3474,2
3475,2
3476,3
3477,1
3478,2
3479,1
3480,1
3481,2
3482,1
3483,1
3484,1
3485,2
3486,1
3487,3
3488,1
3489,4
3490,1
3491,0
3492,0
3493,2
3494,5
3495,0
3496,2
3497,2
3498,2
3499,1
3500,0
3501,0
3502,0
3503,2
3504,4
3505,2
3506,3
3507,0
3508,6
3509,1
3510,1
3511,0
3512,0
3513,4
3514,2
3515,0
3516,0
3517,3
3518,1
3519,0
3520,3
3521,0
3522,2
3523,2
3524,0
3525,1
3526,2
3527,1
3528,3
3529,2
3530,2
3531,0
3532,4
3533,3
3534,1
3535,5
3536,0
3537,1
3538,2
3539,2
3540,4
3541,2
3542,1
3543,0
3544,5
3545,7
3546,1
3547,2
3548,2
3549,0
3550,2
3551,8
3552,6
3553,9
3554,2
3555,3
3556,1
3557,1
3558,0
3559,1
3560,0
3561,1
3562,0
3563,0
3564,0
3565,2
3566,0
3567,0
3568,3
3569,2
3570,0
3571,1
3572,1
3573,1
3574,2
3575,7
3576,5
3577,3
3578,0
3579,0
3580,2
3581,2
3582,1
3583,0
3584,2
3585,1
3586,1
3587,2
3588,2
3589,1
3590,3
3591,1
3592,2
3593,1
3594,0
3595,1
3596,2
3597,3
3598,4
3599,1
3600,0
3601,1
3602,3
3603,0
3604,3
3605,1
3606,1
3607,0
3608,0
3609,2
3610,1
3611,1
3612,2
3613,8
3614,4
3615,1
3616,1
3617,0
3618,1
3619,5
3620,5
3621,1
3622,2
3623,2
3624,1
3625,1
3626,2
3627,2
3628,1
3629,1
3630,1
3631,1
3632,3
3633,3
3634,3
3635,2
3636,1
3637,1
3638,0
3639,0
3640,2
3641,3
3642,3
3643,1
3644,9
3645,1
3646,1
3647,0
3648,0
3649,4
3650,0
3651,1
3652,0
3653,1
3654,1
3655,1
3656,1
3657,0
3658,2
3659,2
3660,0
3661,0
3662,9
3663,2
3664,1
3665,3
3666,1
3667,9
3668,2
3669,1
3670,2
3671,0
3672,1
3673,1
3674,0
3675,1
3676,1
3677,1
3678,0
3679,0
3680,1
3681,4
3682,0
3683,0
3684,1
3685,1
3686,2
3687,2
3688,3
3689,2
3690,9
3691,3
3692,1
3693,2
3694,3
3695,3
3696,4
3697,1
3698,1
3699,2
3700,0
3701,0
3702,0
3703,2
3704,2
3705,2
3706,0
3707,0
3708,0
3709,3
3710,0
3711,3
3712,0
3713,0
3714,1
3715,0
3716,0
3717,0
3718,0
3719,1
3720,0
3721,1
3722,6
3723,0
3724,1
3725,0
3726,2
3727,0
3728,0
3729,0
3730,1
3731,0
3732,0
3733,0
3734,1
3735,8
3736,1
3737,1
3738,0
3739,0
3740,3
3741,4
3742,0
3743,0
3744,1
3745,0
3746,0
3747,0
3748,1
3749,0
3750,0
3751,0
3752,2
3753,0
3754,0
3755,0
3756,1
3757,1
3758,3
3759,1
3760,1
3761,1
3762,1
3763,0
3764,3
3765,1
3766,2
3767,1
3768,3
3769,2
3770,0
3771,2
3772,2
3773,4
3774,1
3775,2
3776,7
3777,3
3778,2
3779,1
3780,1
3781,1
3782,2
3783,3
3784,3
3785,8
3786,1
3787,0
3788,3
3789,6
3790,2
3791,1
3792,0
3793,2
3794,0
3795,1
3796,1
3797,1
3798,5
3799,0
3800,2
3801,2
3802,1
3803,1
3804,1
3805,1
3806,0
3807,1
3808,1
3809,1
3810,0
3811,2
3812,0
3813,3
3814,8
3815,1
3816,1
3817,0
3818,3
3819,1
3820,0
3821,9
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,3
3829,1
3830,0
3831,1
3832,1
3833,1
3834,4
3835,2
3836,1
3837,1
3838,1
3839,6
3840,2
3841,1
3842,0
3843,5
3844,2
3845,0
3846,0
3847,1
3848,0
3849,6
3850,1
3851,7
3852,1
3853,1
3854,0
3855,2
3856,0
3857,1
3858,1
3859,0
3860,4
3861,2
3862,0
3863,1
3864,1
3865,2
3866,2
3867,0
3868,2
3869,1
3870,2
3871,1
3872,2
3873,0
3874,0
3875,1
3876,0
3877,4
3878,5
3879,0
3880,3
3881,2
3882,3
3883,0
3884,0
3885,3
3886,0
3887,1
3888,1
3889,1
3890,4
3891,2
3892,1
3893,1
3894,1
3895,1
3896,9
3897,2
3898,2
3899,3
3900,2
3901,1
3902,1
3903,3
3904,1
3905,6
3906,4
3907,2
3908,1
3909,2
3910,1
3911,0
3912,5
3913,3
3914,4
3915,1
3916,1
3917,1
3918,0
3919,3
3920,5
3921,5
3922,1
3923,2
3924,1
3925,0
3926,0
3927,3
3928,8
3929,2
3930,1
3931,3
3932,1
3933,1
3934,2
3935,0
3936,0
3937,2
3938,2
3939,1
3940,2
3941,3
3942,5
3943,1
3944,2
3945,3
3946,2
3947,2
3948,1
3949,7
3950,0
3951,1
3952,7
3953,1
3954,1
3955,2
3956,4
3957,5
3958,1
3959,0
3960,3
3961,2
3962,2
3963,0
3964,1
3965,1
3966,1
3967,3
3968,1
3969,7
3970,2
3971,4
3972,2
3973,1
3974,2
3975,0
3976,1
3977,1
3978,3
3979,0
3980,0
3981,3
3982,4
3983,2
3984,3
3985,0
3986,2
3987,3
3988,1
3989,4
3990,0
3991,3
3992,2
3993,2
3994,0
3995,6
3996,5
3997,1
3998,1
3999,2
4000,2
4001,3
4002,3
4003,1
4004,1
4005,1
4006,0
4007,1
4008,1
4009,2
4010,2
4011,3
4012,2
4013,1
4014,0
4015,4
4016,6
4017,0
4018,3
4019,2
4020,0
4021,4
4022,1
4023,1
4024,1
4025,1
4026,2
4027,1
4028,2
4029,1
4030,4
4031,2
4032,1
4033,5
4034,8
4035,5
4036,2
4037,0
4038,1
4039,1
4040,5
4041,1
4042,1
4043,2
4044,1
4045,0
4046,4
4047,2
4048,1
4049,2
4050,2
4051,1
4052,1
4053,2
4054,3
4055,2
4056,1
4057,0
4058,0
4059,1
4060,1
4061,0
4062,5
4063,0
4064,1
4065,1
4066,1
4067,2
4068,2
4069,4
4070,7
4071,2
4072,2
4073,1
4074,1
4075,0
4076,3
4077,0
4078,2
4079,2
4080,2
4081,1
4082,3
4083,1
4084,1
4085,4
4086,2
4087,2
4088,0
4089,3
4090,1
4091,0
4092,1
4093,6
4094,1
4095,0
4096,0
4097,3
4098,1
4099,4
4100,5
4101,1
4102,1
4103,4
4104,0
4105,4
4106,0
4107,1
4108,3
4109,2
4110,4
4111,1
4112,4
4113,2
4114,6
4115,1
4116,2
4117,1
4118,0
4119,3
4120,3
4121,1
4122,4
4123,3
4124,3
4125,6
4126,1
4127,2
4128,3
4129,2
4130,2
4131,1
4132,0
4133,2
4134,0
4135,2
4136,2
4137,4
4138,2
4139,1
4140,1
4141,0
4142,0
4143,2
4144,1
4145,0
4146,4
4147,7
4148,6
4149,4
4150,1
4151,3
4152,2
4153,2
4154,4
4155,2
4156,1
4157,3
4158,2
4159,1
4160,2
4161,1
4162,1
4163,4
4164,4
4165,0
4166,6
4167,0
4168,0
4169,4
4170,3
4171,0
4172,0
4173,3
4174,8
4175,2
4176,0
4177,2
4178,0
4179,0
4180,4
4181,3
4182,5
4183,1
4184,3
4185,6
4186,1
4187,2
4188,0
4189,3
4190,2
4191,1
4192,2
4193,2
4194,2
4195,1
4196,0
4197,2
4198,2
4199,1
4200,5
4201,5
4202,2
4203,0
4204,1
4205,2
4206,0
4207,1
4208,2
4209,2
4210,2
4211,3
4212,1
4213,6
4214,2
4215,3
4216,7
4217,4
4218,1
4219,5
4220,2
4221,0
4222,0
4223,4
4224,0
4225,0
4226,4
4227,0
4228,3
4229,0
4230,3
4231,2
4232,0
4233,5
4234,0
4235,1
4236,1
4237,1
4238,0
4239,2
4240,2
4241,6
4242,1
4243,3
4244,0
4245,2
4246,0
4247,0
4248,2
4249,1
4250,2
4251,2
4252,1
4253,3
4254,1
4255,2
4256,2
4257,1
4258,5
4259,1
4260,0
4261,0
4262,1
4263,3
4264,1
4265,4
4266,1
4267,1
4268,2
4269,1
4270,0
4271,0
4272,1
4273,3
4274,2
4275,0
4276,5
4277,7
4278,3
4279,5
4280,2
4281,2
4282,2
4283,3
4284,1
4285,1
4286,2
4287,2
4288,3
4289,1
4290,2
4291,2
4292,2
4293,5
4294,5
4295,2
4296,0
4297,2
4298,3
4299,2
4300,1
4301,2
4302,2
4303,1
4304,9
4305,2
4306,0
4307,0
4308,3
4309,4
4310,2
4311,4
4312,1
4313,0
4314,0
4315,1
4316,1
4317,4
4318,2
4319,2
4320,1
4321,2
4322,1
4323,2
4324,3
4325,2
4326,4
4327,2
4328,3
4329,2
4330,2
4331,6
4332,0
4333,3
4334,1
4335,1
4336,8
4337,5
4338,4
4339,6
4340,6
4341,4
4342,1
4343,0
4344,1
4345,2
4346,3
4347,5
4348,0
4349,2
4350,2
4351,1
4352,4
4353,1
4354,2
4355,0
4356,2
4357,1
4358,1
4359,0
4360,1
4361,3
4362,8
4363,2
4364,3
4365,3
4366,5
4367,5
4368,3
4369,5
4370,0
4371,3
4372,5
4373,3
4374,1
4375,0
4376,1
4377,2
4378,2
4379,0
4380,2
4381,1
4382,0
4383,1
4384,0
4385,6
4386,0
4387,3
4388,1
4389,3
4390,0
4391,6
4392,1
4393,4
4394,3
4395,2
4396,2
4397,6
4398,0
4399,3
4400,3
4401,1
4402,1
4403,2
4404,4
4405,0
4406,5
4407,4
4408,2
4409,2
4410,1
4411,1
4412,2
4413,0
4414,2
4415,0
4416,2
4417,3
4418,4
4419,1
4420,1
4421,5
4422,3
4423,1
4424,4
4425,2
4426,2
4427,2
4428,6
4429,6
4430,0
4431,2
4432,7
4433,0
4434,2
4435,1
4436,2
4437,3
4438,2
4439,4
4440,1
4441,1
4442,2
4443,6
4444,0
4445,1
4446,0
4447,1
4448,1
4449,1
4450,0
4451,3
4452,4
4453,0
4454,3
4455,2
4456,2
4457,0
4458,1
4459,1
4460,1
4461,4
4462,3
4463,1
4464,2
4465,1
4466,0
4467,7
4468,1
4469,8
4470,2
4471,1
4472,2
4473,4
4474,3
4475,5
4476,0
4477,0
4478,2
4479,0
4480,0
4481,1
4482,7
4483,4
4484,3
4485,4
4486,2
4487,0
4488,1
4489,0
4490,6
4491,4
4492,4
4493,5
4494,0
4495,2
4496,1
4497,4
4498,7
4499,5
4500,2
4501,1
4502,1
4503,3
4504,3
4505,0
4506,1
4507,1
4508,0
4509,3
4510,2
4511,4
4512,1
4513,2
4514,1
4515,3
4516,0
4517,0
4518,4
4519,5
4520,5
4521,1
4522,2
4523,0
4524,6
4525,0
4526,3
4527,4
4528,2
4529,1
4530,0
4531,3
4532,4
4533,3
4534,2
4535,2
4536,1
4537,1
4538,1
4539,1
4540,1
4541,1
4542,2
4543,0
4544,0
4545,1
4546,0
4547,2
4548,3
4549,4
4550,1
4551,1
4552,1
4553,1
4554,1
4555,4
4556,1
4557,0
4558,3
4559,1
4560,1
4561,2
4562,0
4563,2
4564,0
4565,4
4566,2
4567,5
4568,5
4569,0
4570,1
4571,0
4572,2
4573,1
4574,1
4575,5
4576,0
4577,1
4578,0
4579,1
4580,0
4581,2
4582,0
4583,3
4584,1
4585,1
4586,0
4587,4
4588,4
4589,4
4590,2
4591,1
4592,1
4593,2
4594,5
4595,3
4596,5
4597,0
4598,3
4599,1
4600,3
4601,1
4602,2
4603,1
4604,2
4605,1
4606,1
4607,3
4608,2
4609,1
4610,1
4611,1
4612,0
4613,1
4614,2
4615,0
4616,2
4617,3
4618,2
4619,2
4620,4
4621,2
4622,1
4623,1
4624,3
4625,2
4626,4
4627,1
4628,0
4629,1
4630,1
4631,4
4632,0
4633,3
4634,0
4635,5
4636,5
4637,5
4638,0
4639,3
4640,2
4641,2
4642,3
4643,5
4644,0
4645,0
4646,0
4647,2
4648,3
4649,8
4650,1
4651,0
4652,0
4653,0
4654,2
4655,0
4656,1
4657,2
4658,1
4659,1
4660,3
4661,1
4662,4
4663,3
4664,1
4665,2
4666,7
4667,3
4668,1
4669,3
4670,5
4671,2
4672,0
4673,3
4674,5
4675,1
4676,5
4677,4
4678,3
4679,2
4680,0
4681,1
4682,6
4683,4
4684,3
4685,1
4686,1
4687,0
4688,0
4689,0
4690,2
4691,1
4692,1
4693,4
4694,1
4695,4
4696,1
4697,1
4698,0
4699,0
4700,1
4701,3
4702,3
4703,3
4704,8
4705,0
4706,6
4707,6
4708,6
4709,0
4710,0
4711,2
4712,1
4713,1
4714,0
4715,1
4716,2
4717,2
4718,1
4719,0
4720,2
4721,1
4722,1
4723,3
4724,4
4725,2
4726,1
4727,2
4728,1
4729,5
4730,4
4731,0
4732,0
4733,2
4734,3
4735,0
4736,3
4737,3
4738,5
4739,0
4740,1
4741,0
4742,1
4743,5
4744,0
4745,3
4746,1
4747,0
4748,1
4749,3
4750,2
4751,0
4752,7
4753,0
4754,0
4755,2
4756,4
4757,3
4758,3
4759,4
4760,0
4761,0
4762,2
4763,1
4764,2
4765,2
4766,1
4767,4
4768,4
4769,1
4770,1
4771,2
4772,3
4773,6
4774,2
4775,2
4776,0
4777,3
4778,1
4779,4
4780,1
4781,2
4782,3
4783,0
4784,1
4785,2
4786,1
4787,2
4788,1
4789,5
4790,1
4791,6
4792,1
4793,0
4794,2
4795,0
4796,5
4797,2
4798,2
4799,1
4800,1
4801,2
4802,3
4803,3
4804,1
4805,3
4806,1
4807,3
4808,3
4809,1
4810,0
4811,0
4812,5
4813,1
4814,0
4815,1
4816,1
4817,3
4818,0
4819,2
4820,0
4821,2
4822,3
4823,4
4824,1
4825,1
4826,2
4827,0
4828,1
4829,0
4830,6
4831,1
4832,1
4833,5
4834,2
4835,0
4836,5
4837,2
4838,3
4839,1
4840,8
4841,2
4842,0
4843,4
4844,2
4845,3
4846,2
4847,1
4848,3
4849,3
4850,4
4851,2
4852,1
4853,3
4854,1
4855,2
4856,4
4857,1
4858,4
4859,2
4860,2
4861,1
4862,0
4863,1
4864,1
4865,3
4866,1
4867,8
4868,3
4869,3
4870,4
4871,3
4872,1
4873,0
4874,0
4875,1
4876,0
4877,2
4878,5
4879,0
4880,3
4881,3
4882,1
4883,2
4884,3
4885,0
4886,4
4887,2
4888,1
4889,2
4890,0
4891,0
4892,3
4893,5
4894,2
4895,4
4896,3
4897,2
4898,1
4899,1
4900,5
4901,1
4902,4
4903,4
4904,0
4905,0
4906,3
4907,0
4908,2
4909,3
4910,1
4911,1
4912,3
4913,1
4914,1
4915,4
4916,2
4917,0
4918,5
4919,0
4920,2
4921,0
4922,0
4923,1
4924,2
4925,1
4926,0
4927,2
4928,2
4929,2
4930,1
4931,0
4932,2
4933,2
4934,1
4935,1
4936,1
4937,2
4938,0
4939,0
4940,1
4941,3
4942,0
4943,2
4944,4
4945,2
4946,3
4947,0
4948,1
4949,2
4950,3
4951,1
4952,5
4953,3
4954,3
4955,0
4956,2
4957,1
4958,5
4959,2
4960,5
4961,1
4962,0
4963,1
4964,3
4965,1
4966,1
4967,1
4968,3
4969,0
4970,1
4971,0
4972,0
4973,5
4974,3
4975,3
4976,0
4977,4
4978,2
4979,0
4980,3
4981,3
4982,2
4983,1
4984,3
4985,1
4986,2
4987,1
4988,1
4989,1
4990,3
4991,2
4992,0
4993,1
4994,2
4995,2
4996,2
4997,1
4998,2
4999,2
5000,1
5001,2
5002,8
5003,2
5004,2
5005,1
5006,4
5007,3
5008,2
5009,2
5010,3
5011,2
5012,1
5013,0
5014,0
5015,1
5016,2
5017,2
5018,3
5019,3
5020,2
5021,3
5022,3
5023,0
5024,0
5025,0
5026,1
5027,3
5028,2
5029,2
5030,1
5031,1
5032,2
5033,1
5034,1
5035,6
5036,2
5037,1
5038,0
5039,4
5040,2
5041,2
5042,0
5043,4
5044,1
5045,1
5046,1
5047,4
5048,2
5049,4
5050,5
5051,3
5052,2
5053,1
5054,4
5055,5
5056,0
5057,1
5058,0
5059,1
5060,2
5061,2
5062,1
5063,0
5064,1
5065,2
5066,2
5067,1
5068,3
5069,1
5070,2
5071,1
5072,0
5073,0
5074,1
5075,4
5076,2
5077,2
5078,1
5079,2
5080,2
5081,3
5082,2
5083,2
5084,1
5085,3
5086,3
5087,3
5088,2
5089,2
5090,3
5091,0
5092,2
5093,4
5094,2
5095,3
5096,3
5097,3
5098,1
5099,1
5100,2
5101,2
5102,0
5103,3
5104,1
5105,0
5106,4
5107,2
5108,3
5109,2
5110,3
5111,3
5112,5
5113,1
5114,1
5115,0
5116,1
5117,2
5118,4
5119,1
5120,2
5121,0
5122,4
5123,1
5124,2
5125,0
5126,1
5127,2
5128,2
5129,1
5130,1
5131,2
5132,2
5133,0
5134,1
5135,1
5136,0
5137,1
5138,1
5139,2
5140,2
5141,2
5142,2
5143,1
5144,2
5145,1
5146,2
5147,1
5148,8
5149,1
5150,2
5151,2
5152,4
5153,2
5154,0
5155,2
5156,1
5157,0
5158,3
5159,3
5160,3
5161,2
5162,2
5163,2
5164,0
5165,3
5166,3
5167,2
5168,1
5169,0
5170,3
5171,3
5172,3
5173,2
5174,3
5175,4
5176,0
5177,3
5178,1
5179,1
5180,3
5181,1
5182,2
5183,2
5184,1
5185,3
5186,1
5187,0
5188,2
5189,0
5190,0
5191,0
5192,1
5193,1
5194,2
5195,2
5196,3
5197,1
5198,2
5199,0
5200,0
5201,3
5202,0
5203,1
5204,0
5205,0
5206,0
5207,2
5208,1
5209,3
5210,2
5211,1
5212,2
5213,1
5214,1
5215,3
5216,1
5217,2
5218,3
5219,2
5220,3
5221,0
5222,2
5223,3
5224,1
5225,1
5226,2
5227,3
5228,1
5229,0
5230,0
5231,4
5232,1
5233,3
5234,6
5235,7
5236,2
5237,2
5238,2
5239,3
5240,2
5241,2
5242,5
5243,1
5244,4
5245,2
5246,1
5247,4
5248,2
5249,2
5250,1
5251,1
5252,3
5253,4
5254,4
5255,0
5256,1
5257,0
5258,3
5259,2
5260,2
5261,3
5262,0
5263,3
5264,3
5265,3
5266,6
5267,1
5268,2
5269,1
5270,3
5271,3
5272,3
5273,0
5274,1
5275,2
5276,2
5277,1
5278,0
5279,1
5280,0
5281,0
5282,4
5283,0
5284,0
5285,1
5286,2
5287,5
5288,2
5289,5
5290,1
5291,0
5292,2
5293,0
5294,3
5295,3
5296,2
5297,0
5298,1
5299,1
5300,0
5301,5
5302,2
5303,1
5304,2
5305,1
5306,0
5307,2
5308,4
5309,3
5310,0
5311,4
5312,2
5313,1
5314,1
5315,4
5316,3
5317,4
5318,2
5319,3
5320,3
5321,2
5322,2
5323,1
5324,3
5325,2
5326,1
5327,2
5328,2
5329,2
5330,1
5331,1
5332,3
5333,3
5334,2
5335,3
5336,4
5337,2
5338,2
5339,6
5340,3
5341,0
5342,3
5343,3
5344,0
5345,2
5346,1
5347,2
5348,5
5349,2
5350,1
5351,2
5352,4
5353,6
5354,1
5355,0
5356,2
5357,2
5358,2
5359,0
5360,1
5361,3
5362,2
5363,0
5364,0
5365,1
5366,3
5367,2
5368,1
5369,2
5370,3
5371,0
5372,2
5373,2
5374,4
5375,0
5376,3
5377,4
5378,0
5379,4
5380,7
5381,0
5382,0
5383,1
5384,0
5385,0
5386,3
5387,2
5388,3
5389,4
5390,2
5391,3
5392,3
5393,1
5394,1
5395,4
5396,2
5397,0
5398,1
5399,0
5400,3
5401,1
5402,1
5403,5
5404,3
5405,0
5406,4
5407,2
5408,2
5409,0
5410,4
5411,1
5412,7
5413,0
5414,1
5415,0
5416,1
5417,5
5418,2
5419,1
5420,3
5421,4
5422,1
5423,4
5424,2
5425,1
5426,2
5427,2
5428,2
5429,1
5430,2
5431,2
5432,0
5433,4
5434,0
5435,6
5436,1
5437,3
5438,1
5439,5
5440,1
5441,2
5442,3
5443,7
5444,0
5445,3
5446,0
5447,2
5448,3
5449,2
5450,3
5451,2
5452,1
5453,6
5454,4
5455,1
5456,3
5457,1
5458,0
5459,0
5460,4
5461,5
5462,0
5463,4
5464,1
5465,8
5466,4
5467,5
5468,6
5469,0
5470,6
5471,2
5472,2
5473,3
5474,1
5475,2
5476,0
5477,1
5478,2
5479,3
5480,1
5481,1
5482,1
5483,1
5484,2
5485,1
5486,1
5487,0
5488,0
5489,0
5490,1
5491,0
5492,1
5493,6
5494,0
5495,7
5496,0
5497,3
5498,3
5499,2
5500,3
5501,2
5502,2
5503,3
5504,3
5505,1
5506,4
5507,8
5508,3
5509,1
5510,2
5511,4
5512,2
5513,3
5514,2
5515,3
5516,3
5517,3
5518,3
5519,3
5520,1
5521,3
5522,1
5523,4
5524,1
5525,1
5526,1
5527,1
5528,1
5529,0
5530,1
5531,2
5532,3
5533,1
5534,2
5535,1
5536,5
5537,3
5538,2
5539,1
5540,2
5541,2
5542,4
5543,4
5544,1
5545,1
5546,0
5547,3
5548,2
5549,2
5550,0
5551,2
5552,1
5553,2
5554,3
5555,0
5556,0
5557,2
5558,0
5559,0
5560,2
5561,1
5562,0
5563,2
5564,2
5565,2
5566,3
5567,3
5568,1
5569,0
5570,2
5571,4
5572,3
5573,0
5574,0
5575,3
5576,3
5577,7
5578,3
5579,3
5580,4
5581,3
5582,1
5583,2
5584,1
5585,5
5586,8
5587,1
5588,3
5589,8
5590,2
5591,0
5592,5
5593,2
5594,1
5595,3
5596,2
5597,1
5598,1
5599,1
5600,2
5601,1
5602,4
5603,2
5604,3
5605,1
5606,1
5607,2
5608,1
5609,1
5610,2
5611,8
5612,0
5613,1
5614,0
5615,1
5616,2
5617,1
5618,2
5619,1
5620,6
5621,4
5622,1
5623,4
5624,1
5625,1
5626,3
5627,1
5628,4
5629,2
5630,0
5631,3
5632,5
5633,2
5634,2
5635,2
5636,1
5637,3
5638,1
5639,5
5640,0
5641,7
5642,0
5643,0
5644,0
5645,3
5646,4
5647,0
5648,3
5649,1
5650,0
5651,0
5652,4
5653,4
5654,1
5655,3
5656,1
5657,0
5658,2
5659,4
5660,4
5661,1
5662,7
5663,0
5664,2
5665,0
5666,1
5667,0
5668,0
5669,3
5670,2
5671,3
5672,2
5673,5
5674,5
5675,2
5676,8
5677,3
5678,3
5679,3
5680,2
5681,6
5682,4
5683,0
5684,0
5685,0
5686,7
5687,2
5688,4
5689,0
5690,1
5691,4
5692,2
5693,1
5694,1
5695,4
5696,5
5697,5
5698,1
5699,4
5700,1
5701,0
5702,4
5703,2
5704,7
5705,0
5706,2
5707,2
5708,3
5709,1
5710,2
5711,1
5712,2
5713,4
5714,3
5715,1
5716,3
5717,2
5718,3
5719,3
5720,1
5721,8
5722,3
5723,0
5724,1
5725,3
5726,4
5727,0
5728,1
5729,3
5730,6
5731,6
5732,5
5733,5
5734,5
5735,1
5736,1
5737,1
5738,3
5739,5
5740,2
5741,2
5742,4
5743,0
5744,2
5745,4
5746,1
5747,4
5748,1
5749,4
5750,2
5751,0
5752,1
5753,1
5754,4
5755,7
5756,1
5757,1
5758,1
5759,1
5760,3
5761,2
5762,2
5763,1
5764,2
5765,5
5766,3
5767,5
5768,1
5769,1
5770,5
5771,3
5772,3
5773,2
5774,2
5775,0
5776,2
5777,0
5778,2
5779,0
5780,2
5781,0
5782,1
5783,2
5784,2
5785,5
5786,0
5787,1
5788,2
5789,3
5790,1
5791,6
5792,2
5793,3
5794,1
